station_complex_id,station_complex,latitude,longitude,traffic_00,traffic_01,traffic_02,traffic_03,traffic_04,traffic_05,traffic_06,traffic_07,traffic_08,traffic_09,traffic_10,traffic_11,traffic_12,traffic_13,traffic_14,traffic_15,traffic_16,traffic_17,traffic_18,traffic_19,traffic_20,traffic_21,traffic_22,traffic_23
181,"Utica Av (A,C)",40.679363,-73.93073,6.122983870967742,4.12760736196319,3.1689961880559085,3.9865319865319866,8.0,19.17319408181027,45.95836734693878,92.91800643086816,120.34471803018269,80.93114241001565,55.15194908512331,47.9484375,48.11708099438653,52.07454401268834,51.18372280419017,52.81585268214572,49.9537037037037,52.01497241922774,46.164330218068535,31.401778496362166,24.808163265306124,22.088259783513738,17.7109440267335,10.773017319963538
143,Inwood-207 St (A),40.868073,-73.9199,4.649709302325581,4.029296875,2.675990675990676,3.1936026936026938,6.153939393939394,15.265503875968992,31.775741710296685,66.41001697792869,67.83103448275862,40.25021276595745,27.612791702679342,26.125214408233276,26.40394511149228,29.719932716568547,31.436003303055326,32.69565217391305,30.513560804899388,29.7104580812446,22.821490467937608,15.353146853146853,11.391184573002755,10.24625468164794,8.67578947368421,5.7434679334916865
436,Harlem-148 St (3),40.82388,-73.93647,2.0166666666666666,1.601328903654485,1.4802259887005649,1.8588588588588588,3.379496402877698,6.685831622176591,13.490549054905491,26.631489361702126,24.411467116357503,15.097021276595745,11.34108527131783,11.143501805054152,11.361720807726076,11.329535495179666,14.817474048442907,13.244107744107744,11.857391304347827,11.609606986899564,8.315836298932384,6.030511811023622,4.578669482576558,3.934994582881907,3.345806451612903,2.6715063520871145
305,137 St-City College (1),40.822006,-73.953674,5.225974025974026,3.754744525547445,3.336898395721925,4.332874828060523,8.20242914979757,18.178506375227688,32.08532423208191,61.7041564792176,73.92692939244664,53.7457898957498,40.46842525979216,37.4976,40.80753809141941,43.18979266347687,47.13172690763052,54.58102766798419,49.280096308186195,49.093117408906885,42.97255851493139,29.25209380234506,20.529509559434747,13.967227635075288,11.840579710144928,8.522477522477523
405,23 St (6),40.739864,-73.9866,18.77906976744186,9.786304604486423,5.918032786885246,4.325984251968504,4.410891089108911,5.993204983012458,19.78145087235996,53.423611111111114,94.0479735318445,77.1504854368932,64.44009584664536,70.84316770186335,85.04216388225935,84.63622047244094,115.65514532600157,147.9783950617284,168.6004862236629,185.83939873417722,130.1219903691814,104.49844236760124,81.30094786729858,55.64878048780488,39.2516077170418,29.075409836065575
502,Tompkinsville (SIR),40.636948,-74.07484,1.736,1.4126984126984128,1.3396226415094339,1.2,1.361904761904762,1.6942148760330578,3.275910364145658,5.0115384615384615,5.142694063926941,3.883378016085791,3.4657894736842105,3.0,2.7749667110519307,3.7431906614785992,4.472568578553616,4.620648259303722,5.599307159353349,5.403266331658291,4.237311385459534,3.4285714285714284,2.99438202247191,2.443254817987152,2.446564885496183,2.203804347826087
164,"34 St-Penn Station (A,C,E)",40.75229,-73.99339,62.26111111111111,24.081424936386767,12.68882733148661,8.5537109375,10.491071428571429,51.59375,150.47749196141478,285.86687306501545,420.46828504306967,341.0325329202169,243.04124513618677,222.8225680933852,213.55512721665383,254.361568627451,257.4922360248447,287.9855623100304,365.5556408288565,496.7367601246106,417.57719162141194,280.1992366412214,208.5104570100697,204.02530674846625,190.32058148431523,104.63100775193799
129,Halsey St (L),40.695602,-73.90408,8.485496183206108,6.751371115173675,6.672451193058568,5.597014925373134,5.676056338028169,16.479690522243715,42.39316239316239,76.12156536219817,75.08587943848059,48.45564516129032,32.07742998352553,31.690712353471596,28.443864229765012,30.27150084317032,30.91793570219966,29.00590717299578,28.492372881355934,31.832909245122984,27.5625,21.462395543175486,17.24,13.988315481986367,14.261506276150628,11.092105263157896
119,1 Av (L),40.730953,-73.98163,37.70315398886827,23.84503901895206,15.517197452229299,9.302052785923754,7.206896551724138,7.7407407407407405,26.438282647584973,74.75350370981039,146.44668820678513,107.10610932475885,79.98120915032679,78.56816326530613,90.36711891460494,96.7667731629393,132.6378334680679,146.02897415818325,143.5987411487018,157.36812749003985,149.21456848772763,140.84101748807632,106.6091861402095,96.25988700564972,83.82281553398059,55.365813377374074
225,"47-50 Sts-Rockefeller Ctr (B,D,F,M)",40.758663,-73.98133,59.28414839797639,17.883164673413063,10.04026115342764,6.1326397919375815,5.108910891089109,6.314374353671148,12.981099656357388,24.079326923076923,34.666934835076425,48.60288230584467,64.69883268482491,85.66430817610063,115.6510736196319,140.59372549019608,187.6635944700461,270.572741194487,396.7141768292683,626.6164274322169,455.6200466200466,249.6966897613549,148.60717009916095,115.48361934477379,101.21783741120758,68.61742738589211
